file,strategy,original_tokens,minified_tokens,reduction_pct,semantic_similarity,processing_time_ms,original_chars,minified_chars
technical_doc.md,baseline,363,363,0.0,,0.0027129999580211006,1860,1860
technical_doc.md,syntax_only,363,321,11.570247933884298,0.950228750705719,0.3867599998557125,1860,1753
technical_doc.md,syntax_stopwords,363,248,31.68044077134986,0.94024258852005,9.393891999934567,1860,1504
technical_doc.md,syntax_stopwords_simplify,363,243,33.057851239669425,0.9407365918159485,1.0723610002969508,1860,1461
technical_doc.md,all_strategies,363,246,32.231404958677686,0.8806542754173279,1540.7535300000745,1860,1325
llm_prompt_guide.md,baseline,715,715,0.0,,0.000651000391371781,3401,3401
llm_prompt_guide.md,syntax_only,715,650,9.090909090909092,0.9334377646446228,0.10997500021403539,3401,3241
llm_prompt_guide.md,syntax_stopwords,715,462,35.38461538461539,0.8584765791893005,1.1847920000036538,3401,2635
llm_prompt_guide.md,syntax_stopwords_simplify,715,452,36.78321678321678,0.8348291516304016,1.4348459999382612,3401,2538
llm_prompt_guide.md,all_strategies,715,452,36.78321678321678,0.7656958103179932,19.761143999858177,3401,2349
migration_strategy.md,baseline,2548,2548,0.0,,0.0005960000635241158,10681,10681
migration_strategy.md,syntax_only,2548,2246,11.852433281004709,0.9562807083129883,0.3463250000095286,10681,9916
migration_strategy.md,syntax_stopwords,2548,1997,21.62480376766091,0.914835512638092,2.7219049998166156,10681,9470
migration_strategy.md,syntax_stopwords_simplify,2548,1985,22.09576138147567,0.914835512638092,3.5988910003652563,10681,9421
migration_strategy.md,all_strategies,2548,2002,21.428571428571427,0.8959629535675049,34.19868199989651,10681,8724
rag_retrieval_guide.md,baseline,3924,3924,0.0,,0.0009710001904750243,14489,14489
rag_retrieval_guide.md,syntax_only,3924,3519,10.321100917431194,0.9150847792625427,0.4001620000053663,14489,13528
rag_retrieval_guide.md,syntax_stopwords,3924,3181,18.934760448521917,0.8594646453857422,4.388187000131438,14489,13103
rag_retrieval_guide.md,syntax_stopwords_simplify,3924,3151,19.699286442405707,0.8594646453857422,5.501872000422736,14489,12973
rag_retrieval_guide.md,all_strategies,3924,3150,19.724770642201836,0.8024542331695557,208.94423000027018,14489,12007
file_with_json.md,baseline,2989,2989,0.0,,0.001008999788609799,14096,14096
file_with_json.md,syntax_only,2989,2520,15.690866510538642,0.9531373381614685,0.36491600030785776,14096,12952
file_with_json.md,syntax_stopwords,2989,2218,25.79458012713282,0.8985270261764526,3.045294000003196,14096,12361
file_with_json.md,syntax_stopwords_simplify,2989,2199,26.43024422883908,0.8985270261764526,3.7835670000276878,14096,12303
file_with_json.md,all_strategies,2989,2199,26.43024422883908,0.8691853880882263,20.575556000039796,14096,11446
engine_design.md,baseline,848,848,0.0,,0.0009719997251522727,3984,3984
engine_design.md,syntax_only,848,715,15.683962264150944,0.9241868853569031,0.13811799999530194,3984,3665
engine_design.md,syntax_stopwords,848,559,34.08018867924528,0.8356038928031921,1.3968499997645267,3984,3265
engine_design.md,syntax_stopwords_simplify,848,553,34.7877358490566,0.8356038928031921,1.6739089996917755,3984,3206
engine_design.md,all_strategies,848,525,38.089622641509436,0.7737582921981812,8.989284000108455,3984,2932
readme_example.md,baseline,491,491,0.0,,0.0006410000423784368,2299,2299
readme_example.md,syntax_only,491,444,9.572301425661914,0.9288390874862671,0.07139099989217357,2299,2174
readme_example.md,syntax_stopwords,491,346,29.531568228105908,0.8849825859069824,0.8085469999059569,2299,1857
readme_example.md,syntax_stopwords_simplify,491,336,31.568228105906314,0.8822494745254517,0.9786289997464337,2299,1804
readme_example.md,all_strategies,491,339,30.95723014256619,0.7729096412658691,4.2589519998728065,2299,1674
api_documentation.md,baseline,473,473,0.0,,0.0004950002221448813,1966,1966
api_documentation.md,syntax_only,473,416,12.050739957716702,0.9154947400093079,0.06806399960623821,1966,1827
api_documentation.md,syntax_stopwords,473,359,24.101479915433405,0.911933958530426,0.7555990000582824,1966,1702
api_documentation.md,syntax_stopwords_simplify,473,352,25.581395348837212,0.911933958530426,0.9343350002382067,1966,1669
api_documentation.md,all_strategies,473,359,24.101479915433405,0.6936855912208557,5.37413199981529,1966,1582
tutorial_python_classes.md,baseline,1460,1460,0.0,,0.0007240000741148833,6596,6596
tutorial_python_classes.md,syntax_only,1460,1270,13.013698630136986,0.9721646308898926,0.20300100004533306,6596,6173
tutorial_python_classes.md,syntax_stopwords,1460,1033,29.246575342465754,0.9456061124801636,2.2137380001368,6596,5189
tutorial_python_classes.md,syntax_stopwords_simplify,1460,994,31.917808219178085,0.9329796433448792,2.6371660001132113,6596,4886
tutorial_python_classes.md,all_strategies,1460,1002,31.36986301369863,0.7951419353485107,13.496476999989682,6596,4524
git_reference.md,baseline,1697,1697,0.0,,0.0007509997885790654,6102,6102
git_reference.md,syntax_only,1697,1387,18.267530936947555,0.8986335396766663,0.1627759997973044,6102,5278
git_reference.md,syntax_stopwords,1697,1131,33.352975839717146,0.9139641523361206,1.4563149998139124,6102,5136
git_reference.md,syntax_stopwords_simplify,1697,1129,33.47083087802004,0.9139641523361206,1.84900700014623,6102,5125
git_reference.md,all_strategies,1697,1118,34.119033588685916,0.8522106409072876,9.438344000045618,6102,4765
